,Pattern_1,Pattern_2,Pattern_3,Pattern_4,Pattern_5,Pattern_6,Pattern_7,Pattern_8,Pattern_9,Pattern_10,Pattern_11,Pattern_12,Pattern_13,Pattern_14,Pattern_15,Pattern_16,Pattern_17,Pattern_18,Pattern_19,Pattern_20,Pattern_21,Pattern_22,Pattern_23,Pattern_24,Pattern_25,Pattern_26,Pattern_27,Pattern_28
AL512603.1,0.000305004,0.000576144,0.000417591,0.000474472,0.001880674,0.000515936,0.000225117,0.001354097,0.000425669,0.000288458,0.000324724,0.001046031,0.000559089,0.000228003,0.000371326,0.000297566,0.000108793,0.00035557,0.000546429,0.000389747,0.001411122,5.77E-05,0.000365766,0.000298515,0.000448853,0.001222725,6.62E-05,0.000263436
KIAA1217,0.009114956,0.047412142,0.00213718,0.044428758,0.035685807,0.006473922,0.00029725,0.023111014,0.356991082,0.018165719,0.014988301,0.061804365,0.016644092,0.001243363,0.000324893,8.55E-05,0.000366294,0.024439463,0.003659931,0.0006422,0.072502673,3.23E-05,0.083077028,0.008132033,0.029441783,0.009415837,0.000275722,0.000422254
ARHGAP21,0.761676252,0.372791499,0.177472129,0.96837455,0.821159303,0.240590274,0.596509635,0.155091792,0.292051852,0.660181761,0.304510385,0.588902891,0.164702103,0.926679909,0.106888331,0.377381921,0.567921817,0.175624743,0.199076667,0.115647189,0.601426005,0.305644095,0.933991849,0.588000119,2.22823,0.416343361,0.199780822,0.052609343
AL157385.2,0.000244713,0.000405342,0.000302921,0.000302407,0.00074135,0.000268819,0.000199135,0.00069615,0.000335744,0.000240289,0.000228041,0.000466332,0.000320212,0.000139869,0.000216769,0.000152875,8.01E-05,0.000230288,0.000257986,0.000254668,0.000231026,4.44E-05,0.000278655,0.000201255,0.000428305,0.000237444,4.08E-05,0.000111016
PRTFDC1,0.031002896,0.038658846,0.16902186,0.145563707,0.360303283,0.144731238,0.100377545,0.103263251,0.208177224,0.012923118,0.155623361,0.26072979,0.043543469,0.058695961,0.179170817,0.13311252,0.036867473,0.020306496,0.088114671,0.087320246,0.2932069,0.018611033,0.200060427,0.285815984,0.035362642,0.163413674,0.020028021,0.03111838
AL512598.1,0.008493247,0.002576839,0.006203129,0.000884978,0.007721059,0.024058349,0.002715908,0.018779717,0.007413164,0.00223398,0.005509613,0.006274583,0.014190115,0.012352217,0.009843552,0.005368621,0.007949688,0.003416653,0.027430311,0.008852213,0.010537799,0.001726591,0.004050909,0.005072187,0.002614518,0.004767696,0.000506052,0.001018869
ENKUR,0.004690902,0.01497585,0.01992997,0.05181868,0.023823636,0.012934655,0.011714349,0.007712417,0.024499137,0.006264168,0.070672445,0.222747684,0.024019429,0.001183307,0.029058149,0.002061116,0.000175282,0.001875986,0.009468311,0.004136224,0.025613522,0.00010538,0.098770648,0.153083473,0.010507666,0.005545377,0.001032563,0.003581393
THNSL1,0.001726103,0.089103818,0.045133367,0.013309277,0.134738594,0.043488652,0.010619436,0.033467725,0.251555264,0.002797078,0.021940753,0.080358192,0.013969845,0.012670215,0.03390998,0.014522895,0.010855559,0.01767849,0.046140864,0.01122003,0.131242007,0.000255546,0.041391905,0.032123465,0.026576435,0.05300802,0.01192835,0.006963266
LINC01516,0.000300093,0.000500232,0.000377751,0.000308244,0.00077948,0.000332097,0.000220917,0.000784048,0.000543895,0.000253712,0.00032234,0.000603154,0.00044495,0.000171318,0.000271,0.000170935,8.81E-05,0.000320828,0.000320822,0.000276689,0.000262159,4.82E-05,0.000370495,0.00027555,0.000460333,0.000293199,4.23E-05,0.000136094
GPR158-AS1,0.007699749,0.051407032,0.032173906,0.000168425,0.008853254,0.02060915,0.000651885,0.005165939,0.028980175,0.000513297,0.003736006,0.002427127,0.009171865,0.018262018,0.015000921,0.042886917,0.05103166,0.006035098,0.012044675,0.041729625,0.000960668,0.005238794,0.000761517,0.007408267,0.008619729,0.000221902,5.16E-05,0.001964557
GPR158,0.40923509,0.780465245,0.087278426,2.82E-06,1.16E-05,0.196712941,0.096531294,0.013159379,0.214608923,0.088832602,0.081275128,0.000512641,0.047168527,0.042330015,0.205536246,0.468912482,0.734766603,0.163235784,0.250846356,0.52872175,2.34E-05,0.136738539,0.012849984,0.095011964,0.843488753,3.15E-06,5.07E-06,0.035956774
LINC00836,0.002833376,0.000895708,0.000277448,0.000173828,0.000513022,0.000190227,0.00061342,0.000535884,0.000154952,0.028141052,0.023334419,0.00049232,0.000270325,0.000141625,0.000211263,0.000134081,8.67E-05,0.00014482,0.000170398,0.000232454,0.000143896,2.69E-05,0.068014301,0.000123956,0.048552357,0.000153414,1.53E-05,4.30E-05
MYO3A,0.001568547,0.024659354,0.001118017,0.000690764,0.003300775,0.000950127,0.000223036,0.023281833,0.000660749,0.000298654,0.000553996,0.008123684,0.006558792,0.00053585,0.001428932,0.000168779,0.000404972,0.002160877,0.000482756,0.003943647,0.309844911,5.29E-05,0.011579451,0.00082196,0.000326986,0.00243566,0.000179801,0.010077184
GAD2,0.012404791,2.669554949,0.002177254,0.746099949,0.572300255,0.038902979,2.40E-06,0.078710228,0.873272002,8.83E-05,6.34E-05,0.19358851,0.11879354,0.009439423,0.028506065,0.000523782,0.023217056,0.054704282,0.039720904,0.116553999,0.072189257,0.00569768,0.412683368,0.187208921,4.25E-05,0.110321373,0.051546883,0.486671656
APBB1IP,3.37E-05,0.019435575,0.008041729,0.009374595,0.023160642,0.006106834,0.050964803,0.023961846,0.098881163,0.117977679,0.012705167,0.017066145,0.046206351,0.000392803,0.025379708,0.005941879,0.000316822,0.00015267,0.031559903,0.053884257,0.000593336,2.45E-05,0.206390455,0.000722733,0.00622093,0.00650355,5.45E-05,0.001475687
PDSS1,0.022398755,0.065729275,0.054687191,0.07146439,0.123558246,0.119890973,0.00267458,0.04529012,0.040335324,0.008178744,0.041625611,0.134517163,0.065953784,0.116709553,0.054558888,0.06247795,0.04787707,0.013049518,0.063028827,0.060028356,0.072219767,0.00907863,0.05765903,0.101761609,0.056304846,0.039975464,0.007669345,0.002050447
AL390961.2,0.000224208,0.000364345,0.000297865,0.000292306,0.000695068,0.000253543,0.000177072,0.000660596,0.000350891,0.000230842,0.00023078,0.000433214,0.000307484,0.000134678,0.000228928,0.000154676,7.91E-05,0.000220096,0.000260506,0.000251903,0.000231303,3.80E-05,0.000264419,0.000195175,0.000411248,0.000245311,4.26E-05,0.00011135
ABI1,0.241657257,0.183295399,0.213628411,0.556607366,0.228658915,0.330154181,0.099897429,0.239958823,0.312145025,0.1348169,0.410919845,0.458833605,0.147178829,0.285715073,0.158997625,0.176425353,0.279656827,0.140573382,0.2132819,0.122696161,0.230197117,0.138418928,0.578975737,0.703252852,0.417162955,0.230234131,0.094561607,0.110131793
ANKRD26,0.053517822,0.044722047,0.01246197,0.074484035,0.032365933,0.062947512,0.000208736,0.045090698,0.088627927,0.142788872,0.008950349,0.086258076,0.071046948,0.040831391,0.043982521,0.042402107,0.026016213,0.008587311,0.039329931,0.080849186,0.087983288,0.004212744,0.066256292,0.030712599,0.021568248,0.027568076,0.022653177,0.010010648
YME1L1,0.176115215,0.22039105,0.131372228,0.440405011,0.434296757,0.270145953,0.072610319,0.449561894,0.49229601,0.062459234,0.136907026,0.298730165,0.192081586,0.193915099,0.172217548,0.254296362,0.312188536,0.117191091,0.299358249,0.222930059,0.542823613,0.084792919,0.31714651,0.206334859,0.464465886,0.311861128,0.106308855,0.084078781
MASTL,0.005275684,0.013618466,0.020104948,0.042361833,0.090330742,0.018057359,0.003885723,0.058748756,0.0382399,0.006264382,0.006130975,0.095031954,0.003131662,0.017564114,0.007254107,0.009153805,0.006274078,0.006162493,0.017737696,0.02336311,0.170693666,0.000522123,0.007438079,0.011033297,0.067733079,0.024907079,0.000353956,0.004936409
ACBD5,0.089978926,0.260655165,0.097700641,0.226230696,0.607578337,0.12226437,0.257021338,0.130714059,0.715300858,0.060018621,0.17264612,0.40161404,0.041982744,0.068165928,0.082210794,0.091077171,0.07755097,0.073648773,0.063391797,0.108987466,0.204428256,0.009054346,0.300127387,0.409389138,0.337493002,0.056212287,0.023021353,0.11710427
AL160291.1,0.000245359,0.000408926,0.000327771,0.000309167,0.000742569,0.000268468,0.000202439,0.000679385,0.000372636,0.000242628,0.000241947,0.00050544,0.000301583,0.000144329,0.00024334,0.000165013,8.39E-05,0.000255311,0.000282292,0.00025478,0.000239777,3.95E-05,0.000262462,0.000243801,0.000416677,0.000244471,4.12E-05,0.000129833
LINC02673,0.000299559,0.00063154,0.000455784,0.000427177,0.001187774,0.000396569,0.000235735,0.000897902,0.000400429,0.000345793,0.000341532,0.001100201,0.000337333,0.000188424,0.00033031,0.000360575,0.000104471,0.00027259,0.000393285,0.000332293,0.000284025,5.43E-05,0.000399772,0.000263307,0.000788802,0.000325093,4.78E-05,0.000145197
RAB18,0.156957313,0.407800555,0.251342803,0.646490037,0.762393892,0.381005049,0.265764564,0.326390058,0.809202611,0.157949403,0.261677146,0.442137271,0.198319808,0.153701365,0.155184954,0.328291535,0.352473378,0.297342896,0.284930378,0.326082885,0.32668373,0.13324286,0.50247097,0.530454218,0.702262878,0.305689573,0.190550774,0.147072047
LINC02680,0.000254148,0.00045286,0.000321814,0.000315779,0.000792674,0.000264673,0.000206578,0.000710714,0.000349143,0.000253403,0.000256008,0.000510742,0.000344767,0.000151287,0.000241124,0.000155923,8.31E-05,0.000251276,0.000274532,0.000295149,0.000259566,4.38E-05,0.000273721,0.000245096,0.000447698,0.000245259,4.32E-05,0.000124767
MKX,0.007211604,0.007843766,0.011679419,0.00059499,0.000669771,0.001543846,0.001948819,0.002784848,0.019655325,0.000148065,0.060871117,0.029281978,0.0004105,0.000464932,0.001482685,0.001856827,0.000284594,0.008582096,0.006994815,0.000865351,0.000448313,0.000964639,0.070623398,0.167663857,0.001612674,0.000376283,3.00E-05,0.000188624
MKX-AS1,0.001149194,0.001242025,0.00063612,0.000363824,0.001023836,0.000602961,0.000378463,0.000949648,0.001253525,0.000320348,0.000823594,0.001318092,0.000474246,0.000300581,0.000358474,0.000310275,0.000143139,0.000505217,0.000554695,0.000764802,0.000346401,7.14E-05,0.000641659,0.000867904,0.000537238,0.000416616,6.04E-05,0.000203588
ARMC4,0.001814709,0.006108208,0.004901666,0.042444013,0.028673962,0.003762629,0.00046369,0.035586741,0.005956165,0.000215412,0.001235399,0.111445427,0.002656998,0.000293971,0.003150268,0.000236053,0.000149368,0.001496237,0.004284648,0.001422557,0.096226066,0.00010223,0.041615412,0.074409321,0.000474206,0.013079234,0.000104905,0.001661777
MPP7,0.231387824,0.026172122,0.022958741,0.011238339,0.045046959,0.078113526,0.013612726,0.017536053,0.005907597,0.014165466,0.014276645,0.01064417,0.028778646,0.089650862,9.14E-05,0.011593093,0.217043549,0.062171537,0.005732356,0.21514383,0.001572495,0.003154327,0.009589112,0.00393098,0.384493411,6.66E-05,1.25E-05,8.08E-06
AL355501.1,0.000243221,0.00038612,0.0003023,0.000305851,0.000705,0.000256414,0.000192018,0.000671297,0.000330191,0.000233837,0.000223433,0.00044824,0.000304673,0.00013422,0.000215481,0.000155847,7.62E-05,0.000224705,0.000259911,0.000255639,0.000231102,3.91E-05,0.000260137,0.000216743,0.000398564,0.000243882,3.76E-05,0.000110226
LINC02652,0.000247157,0.000389494,0.000293231,0.000296266,0.000702834,0.00028023,0.000206236,0.000654105,0.000359799,0.000221485,0.000234924,0.000435083,0.000316178,0.000147989,0.000248675,0.000159308,8.32E-05,0.000223459,0.00026314,0.000302505,0.000255383,4.55E-05,0.000278259,0.000213037,0.000407393,0.000237584,4.13E-05,0.000116592
WAC-AS1,0.053396143,0.080305256,0.179890424,0.056314312,0.177735925,0.184785992,0.008422079,0.055514418,0.050930955,0.006149228,0.001600778,0.120189182,0.161361203,0.056190796,0.140401661,0.204473719,0.171440139,0.008938736,0.158774912,0.312838465,0.063788049,0.013364036,0.000517082,0.063344739,0.007254076,0.017702093,0.007249373,0.024924561
WAC,0.450326592,0.197049364,0.164867356,0.587219656,0.568255484,0.312581539,0.265814871,0.416480839,0.391556174,0.33251071,0.091050163,0.325242519,0.199835256,0.358701438,0.307921648,0.388992876,0.888296664,0.343698561,0.442236722,0.168349504,0.497767448,0.244496077,0.527913272,0.261037499,1.675428987,0.420267165,0.154835686,0.120962009
BAMBI,0.033872716,0.068375751,0.043525424,0.004383883,0.224904507,0.020328978,0.258259416,0.220776975,0.962770522,0.000309572,0.069708668,0.083111525,0.012145844,0.008725973,0.026078645,0.000122949,0.008467225,0.022338394,0.020769984,0.022040933,0.002276705,1.25E-05,0.040598817,0.019870961,0.009222607,0.016953953,2.23E-05,0.03359843
LINC01517,0.000242772,0.000405396,0.000301083,0.000287073,0.000713468,0.000262978,0.000195714,0.000681612,0.000339446,0.000256587,0.000235195,0.000442144,0.000296217,0.000137392,0.000232471,0.00015361,7.82E-05,0.000245768,0.000260602,0.000251199,0.00024106,4.20E-05,0.00025567,0.000206005,0.000418331,0.000245865,4.00E-05,0.000112068
AL158167.1,0.000289869,0.000613063,0.000582018,0.00044332,0.000899364,0.000513974,0.000236669,0.000858646,0.000733287,0.000262232,0.000349306,0.000766262,0.000466667,0.000195702,0.000544896,0.000286651,0.000103377,0.000348055,0.000373195,0.000326857,0.00034876,5.23E-05,0.000370755,0.000345489,0.000456547,0.000339041,5.03E-05,0.000197531
SVIL,0.013435709,0.056833211,0.004343989,0.002821981,0.444527745,0.000880998,2.85E-05,1.118830085,0.666372597,0.02676185,0.003772327,0.081152044,0.000608852,0.000824974,0.003875655,2.95E-05,1.23E-05,0.00010945,0.000328757,0.003475719,0.034037285,4.54E-06,0.052572545,0.051632904,0.012156378,0.014044139,9.90E-05,0.006909156
JCAD,0.006051053,0.011963231,0.042041454,0.069324225,0.155314043,0.023819033,0.163676783,1.266447544,0.01448995,0.068649001,0.009441601,0.044703465,0.04101013,0.01759804,0.018416014,0.006435616,0.003004608,0.116207048,0.003181667,0.057748932,0.023458676,0.000294174,0.166531935,0.002039129,0.052903973,0.084301524,0.005214841,0.01743819
AL353796.1,0.032582793,0.090428255,0.035671871,0.050671037,0.097422957,0.081696451,0.001061889,0.054091223,0.062932916,0.007778724,0.025701419,0.103968918,0.039608352,0.04178739,0.027944574,0.045947492,0.036977477,0.020629391,0.064090878,0.030757198,0.037118576,0.006062207,0.053651314,0.031168545,0.060380977,0.079037182,0.003650318,0.021173425
MTPAP,0.025870843,0.134270608,0.10093917,0.17646654,0.273090094,0.132022128,0.019270375,0.217374623,0.197533771,0.049097814,0.062248405,0.16911009,0.09974429,0.036533702,0.054503687,0.073064633,0.102778606,0.082857445,0.140337437,0.066424772,0.220223144,0.007186445,0.125829965,0.081458122,0.123172589,0.143783167,0.023422422,0.036468655
AL353796.2,0.000394336,0.002001417,0.000854401,0.001407639,0.002536532,0.001295369,0.0002954,0.003242259,0.001434901,0.000320197,0.000407012,0.00272633,0.002096233,0.000447616,0.000598716,0.000285621,0.000306835,0.000370606,0.00051694,0.001764118,0.000541744,8.14E-05,0.000281134,0.000550239,0.000506021,0.000513758,7.55E-05,0.000246005
MAP3K8,0.004119243,0.007923053,0.000553401,0.004259591,0.032343648,0.001030071,0.000356723,0.098980039,0.006904165,0.040576197,0.010896553,0.035577107,0.005564601,0.000980486,0.00131355,0.0001807,0.000349188,0.002124735,0.001512649,0.000492573,0.000467618,6.12E-05,0.022733202,0.002672019,0.014735496,0.001189038,7.44E-05,0.000258955
AL590068.4,0.000233456,0.000414887,0.000293132,0.000303295,0.000729326,0.000260315,0.000206949,0.00065395,0.000349208,0.000223898,0.0002301,0.000452455,0.000302882,0.0001437,0.00021712,0.000161818,7.99E-05,0.000233482,0.000268742,0.000269123,0.000245682,3.88E-05,0.000258574,0.000198767,0.000388292,0.000238775,3.63E-05,0.000118588
AL590068.3,0.000237703,0.000371807,0.000301958,0.000306471,0.000716298,0.000240711,0.000188176,0.000621064,0.000345705,0.000258212,0.000213289,0.000456317,0.000308947,0.000139265,0.000218772,0.000157226,8.22E-05,0.000226642,0.000254902,0.000252287,0.000251726,4.22E-05,0.000262833,0.000203347,0.000480759,0.000237428,3.94E-05,0.000111415
LYZL2,0.000245161,0.000392569,0.000298876,0.000299839,0.000741165,0.000263495,0.00019147,0.00059629,0.00035169,0.000249863,0.000230292,0.000467191,0.000313033,0.000138826,0.000236567,0.000155139,7.68E-05,0.000238107,0.000255335,0.000258583,0.000238172,4.35E-05,0.00026821,0.000209928,0.000419118,0.000230366,4.15E-05,0.000118886
ZNF438,0.020619497,0.017550895,0.021416524,0.027802089,0.051550191,0.034725349,0.010022963,0.078953393,0.051126242,0.011796044,0.015209783,0.116266504,0.016145648,0.003330894,0.015770735,0.002655367,0.00163543,0.005528498,0.007350035,0.013437586,0.108671747,0.002035077,0.017315507,0.077554017,0.033637803,0.058609899,0.000265117,0.005876961
AL359532.1,0.000639333,0.001981595,0.002932194,0.00865159,0.006716335,0.002015271,0.000407555,0.004611587,0.008549915,0.000905236,0.001734024,0.006347253,0.001203171,0.00089271,0.000970862,0.000460387,0.000222392,0.001474014,0.000844902,0.00163133,0.003350056,0.000149733,0.002182393,0.001717736,0.00590249,0.003476982,0.000121582,0.000790781
AL359546.1,0.000286643,0.000457574,0.000364915,0.000331197,0.001111609,0.000293132,0.000220001,0.000768995,0.000387121,0.000265836,0.000279567,0.000516019,0.000399094,0.000148164,0.000278781,0.000177598,9.23E-05,0.000253773,0.00032636,0.000286345,0.000365612,4.56E-05,0.000282846,0.000238652,0.000429495,0.000320665,4.83E-05,0.000158955
LINC02664,0.000396094,0.000615201,0.000463511,0.000377701,0.000938548,0.000615394,0.000233709,0.010816309,0.000526498,0.000268171,0.000301301,0.00068905,0.000494243,0.000220102,0.000347496,0.000214704,0.000112929,0.000448561,0.000443108,0.000393774,0.001044442,5.93E-05,0.00037249,0.000442691,0.00050898,0.000599532,5.77E-05,0.000244636
ZEB1-AS1,0.109891407,0.050895154,0.040345285,0.052823476,0.209892556,0.119470231,0.001548826,0.166033864,0.198016644,0.015862804,0.034739997,0.151954681,0.039116304,0.031105064,0.072920457,0.033111956,0.028532427,0.057547405,0.094622821,0.048141204,0.326475412,0.005002046,0.10777697,0.092717066,0.067437209,0.18276684,0.010225295,0.036980864
ZEB1,0.247181907,0.058761161,0.213359922,0.221403062,0.496470332,0.082834907,0.026875252,0.575366676,0.069067277,0.266581476,0.078025959,0.159752816,0.015337021,0.036503602,0.17325139,0.25692454,0.008694843,0.169680372,0.065853521,0.11034818,1.541592598,0.007138459,0.216950238,0.089124747,0.414266199,0.943435848,0.223230407,0.196567714
AL161935.1,0.000613535,0.000727633,0.00059053,0.001930412,0.016233461,0.00054733,0.000271809,0.003536426,0.000534815,0.000340819,0.000420212,0.010159667,0.000488397,0.000195516,0.000320263,0.000238296,9.03E-05,0.000449277,0.000399996,0.000371171,0.002679326,5.74E-05,0.000560919,0.000553734,0.000468559,0.002324069,9.54E-05,0.00023657
AL161935.3,0.00025399,0.000429296,0.000317188,0.000455807,0.000866065,0.000276364,0.000205931,0.000881985,0.000390906,0.000261249,0.000237267,0.000507062,0.000328838,0.000145834,0.00024506,0.000167057,8.49E-05,0.000268583,0.000280727,0.000274772,0.000265356,3.77E-05,0.00029372,0.000215178,0.000422337,0.000271966,4.23E-05,0.00013337
MACORIS,0.000709321,0.001885521,0.003996054,0.000851532,0.003382099,0.004034095,0.005926064,0.033398528,0.001991081,0.000959924,0.004203993,0.002384495,0.002400574,0.000877333,0.005236013,0.00129587,0.000848874,0.000645638,0.004864875,0.003161133,0.005196099,0.000255812,0.004003028,0.001674849,0.000423334,0.00407171,0.000252927,0.001335067
ARHGAP12,0.271028817,0.225654215,0.09600047,0.442254364,0.226607904,0.159432292,0.026122516,0.18881917,1.00263834,0.10668277,0.115403838,0.261748642,0.152493283,0.090234637,0.085075609,0.141494721,0.014642356,0.133150071,0.06698814,0.101388715,1.16778481,0.02475502,0.323445141,0.596457243,0.210562959,0.170256257,0.07446707,0.068256512
